ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Satisfaction Score,Churn Label,churn rate,active customers,churned customers,Revenue lost,Toal revenue lost,Tenure in groups,
918,Female,66,No,Yes,Yes,No,0,Q3,Yes,5,15,Offer D,Yes,37.84,No,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.65,3,No,,,,1419.75,1979840,13-24 Months,
919,Male,79,No,Yes,No,No,0,Q3,No,0,64,No Offer,Yes,4.99,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,4,No,,,,1283.2,1979840,49+ Months,
920,Male,67,No,Yes,No,No,0,Q3,No,0,34,Offer C,Yes,13.56,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,69.15,3,No,,,,2351.1,1979840,25-48 Months,
921,Male,77,No,Yes,Yes,Yes,1,Q3,Yes,5,71,No Offer,Yes,32.12,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,4,No,,,,1405.8,1979840,49+ Months,
922,Female,80,No,Yes,Yes,Yes,1,Q3,Yes,7,71,No Offer,Yes,48.59,Yes,Yes,DSL,15,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2,4,No,,,,4913.2,1979840,49+ Months,
923,Female,68,No,Yes,Yes,No,0,Q3,Yes,4,31,Offer C,Yes,5.3,Yes,Yes,Fiber Optic,3,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,3,No,,,,2630.35,1979840,25-48 Months,
924,Female,80,No,Yes,No,No,0,Q3,No,0,36,Offer C,Yes,41.57,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.9,3,No,,,,2696.4,1979840,25-48 Months,
925,Male,77,No,Yes,Yes,No,0,Q3,Yes,5,64,No Offer,Yes,14.87,No,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,80.3,3,No,,,,5139.2,1979840,49+ Months,
926,Male,75,No,Yes,Yes,No,0,Q3,Yes,7,72,No Offer,Yes,11.23,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,97.25,5,No,,,,7002,1979840,49+ Months,
927,Female,73,No,Yes,No,No,0,Q3,No,0,43,No Offer,No,0,No,Yes,DSL,18,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Credit Card,33.45,3,No,,,,1438.35,1979840,25-48 Months,
928,Male,67,No,Yes,No,No,0,Q3,No,0,69,No Offer,Yes,20.62,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3,3,No,,,,1400.7,1979840,49+ Months,
929,Male,73,No,Yes,Yes,No,0,Q3,Yes,1,63,No Offer,Yes,37.12,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.5,4,No,,,,6835.5,1979840,49+ Months,
930,Female,65,No,Yes,Yes,No,0,Q3,Yes,10,48,No Offer,Yes,34.43,No,Yes,DSL,2,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.95,3,No,,,,2829.6,1979840,25-48 Months,
931,Female,65,No,Yes,No,No,0,Q3,No,0,46,No Offer,Yes,16.04,Yes,Yes,DSL,26,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.1,3,No,,,,3178.6,1979840,25-48 Months,
932,Male,72,No,Yes,Yes,No,0,Q3,Yes,4,72,No Offer,Yes,16.92,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,111.65,4,No,,,,8038.8,1979840,49+ Months,
933,Male,78,No,Yes,No,No,0,Q3,No,0,20,Offer D,Yes,25.51,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,84.35,4,No,,,,1687,1979840,13-24 Months,
934,Male,72,No,Yes,Yes,No,0,Q3,Yes,2,57,No Offer,Yes,48.16,Yes,Yes,DSL,10,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,71.1,5,No,,,,4052.7,1979840,49+ Months,
935,Female,70,No,Yes,Yes,No,0,Q3,Yes,4,44,No Offer,Yes,44.44,No,Yes,Fiber Optic,6,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.15,4,No,,,,3746.6,1979840,25-48 Months,
936,Male,77,No,Yes,Yes,No,0,Q3,Yes,7,72,No Offer,Yes,5.51,No,Yes,Fiber Optic,2,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,84.8,4,No,,,,6105.6,1979840,49+ Months,
937,Male,65,No,Yes,Yes,No,0,Q3,Yes,1,63,No Offer,Yes,40.65,No,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84,3,No,,,,5292,1979840,49+ Months,
938,Male,79,No,Yes,Yes,No,0,Q3,Yes,5,45,No Offer,Yes,44.91,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.7,4,No,,,,1111.5,1979840,25-48 Months,
939,Female,71,No,Yes,No,No,0,Q3,No,0,45,No Offer,Yes,12.67,Yes,Yes,Fiber Optic,4,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,97.05,3,No,,,,4367.25,1979840,25-48 Months,
940,Male,70,No,Yes,No,No,0,Q3,No,0,16,Offer D,Yes,22.02,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,5,No,,,,1191.2,1979840,13-24 Months,
941,Male,73,No,Yes,Yes,No,0,Q3,Yes,7,29,Offer C,Yes,36.75,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,3,No,,,,2444.7,1979840,25-48 Months,
942,Female,65,No,Yes,Yes,Yes,1,Q3,Yes,4,68,No Offer,No,0,No,Yes,DSL,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53,4,No,,,,3604,1979840,49+ Months,
943,Male,79,No,Yes,Yes,No,0,Q3,Yes,8,13,Offer D,Yes,48.15,Yes,Yes,Fiber Optic,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,93.8,4,No,,,,1219.4,1979840,13-24 Months,
944,Female,69,No,Yes,Yes,No,0,Q3,Yes,5,22,Offer D,Yes,15.27,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.6,4,No,,,,563.2,1979840,13-24 Months,
945,Male,66,No,Yes,No,No,0,Q3,No,0,62,No Offer,Yes,47.8,Yes,Yes,Fiber Optic,8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,110.75,5,No,,,,6866.5,1979840,49+ Months,
946,Female,76,No,Yes,Yes,No,0,Q3,Yes,4,43,No Offer,Yes,3.66,Yes,Yes,Fiber Optic,22,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.5,3,No,,,,4063.5,1979840,25-48 Months,
947,Male,78,No,Yes,No,No,0,Q3,No,0,23,No Offer,No,0,No,Yes,Cable,2,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,34.65,4,No,,,,796.95,1979840,13-24 Months,
948,Male,73,No,Yes,Yes,No,0,Q3,Yes,10,71,No Offer,No,0,No,Yes,Cable,28,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,52.3,5,No,,,,3713.3,1979840,49+ Months,
949,Male,65,No,Yes,No,No,0,Q3,No,0,14,No Offer,Yes,37.62,Yes,Yes,Fiber Optic,10,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,3,No,,,,1338.4,1979840,13-24 Months,
950,Female,75,No,Yes,Yes,Yes,2,Q3,No,0,48,No Offer,No,0,No,Yes,DSL,19,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,29.9,5,No,,,,1435.2,1979840,25-48 Months,
951,Female,68,No,Yes,Yes,No,0,Q3,Yes,1,54,No Offer,Yes,22.05,No,Yes,Fiber Optic,17,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.1,5,No,,,,5351.4,1979840,49+ Months,
952,Female,79,No,Yes,Yes,No,0,Q3,Yes,1,53,No Offer,Yes,19.03,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,3,No,,,,1330.3,1979840,49+ Months,
953,Female,66,No,Yes,Yes,Yes,1,Q3,Yes,1,55,No Offer,Yes,34.57,Yes,Yes,Cable,19,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,76.25,3,No,,,,4193.75,1979840,49+ Months,
954,Male,73,No,Yes,No,No,0,Q3,No,0,33,Offer C,Yes,3.15,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.9,4,No,,,,821.7,1979840,25-48 Months,
955,Male,80,No,Yes,Yes,No,0,Q3,Yes,1,23,No Offer,Yes,45.21,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.45,5,No,,,,2402.35,1979840,13-24 Months,
956,Female,65,No,Yes,No,No,0,Q3,No,0,50,No Offer,Yes,47.99,Yes,Yes,Fiber Optic,22,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.4,3,No,,,,4170,1979840,49+ Months,
957,Female,73,No,Yes,Yes,No,0,Q3,Yes,3,47,No Offer,Yes,2.98,Yes,Yes,Fiber Optic,7,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,99.7,3,No,,,,4685.9,1979840,25-48 Months,
958,Male,73,No,Yes,No,No,0,Q3,No,0,2,No Offer,Yes,15.19,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,72.6,3,No,,,,145.2,1979840,0-12 Months,
959,Male,70,No,Yes,No,No,0,Q3,No,0,55,No Offer,Yes,29.3,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,116.5,4,No,,,,6407.5,1979840,49+ Months,
960,Male,67,No,Yes,No,No,0,Q3,No,0,71,No Offer,Yes,34.8,Yes,Yes,Fiber Optic,21,No,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,106.8,3,No,,,,7582.8,1979840,49+ Months,
961,Female,75,No,Yes,Yes,No,0,Q3,Yes,7,3,No Offer,No,0,No,Yes,DSL,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.75,5,No,,,,92.25,1979840,0-12 Months,
962,Male,65,No,Yes,Yes,No,0,Q3,Yes,8,41,Offer B,Yes,46.46,No,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.55,3,No,,,,3876.55,1979840,25-48 Months,
963,Female,78,No,Yes,No,No,0,Q3,No,0,41,Offer B,Yes,6.33,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,5,No,,,,4280.4,1979840,25-48 Months,
964,Male,79,No,Yes,Yes,No,0,Q3,Yes,1,30,Offer C,Yes,48.02,Yes,Yes,Fiber Optic,24,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,101.5,5,No,,,,3045,1979840,25-48 Months,
965,Male,69,No,Yes,Yes,Yes,1,Q3,Yes,1,29,Offer C,Yes,49.36,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,4,No,,,,3014.55,1979840,25-48 Months,
966,Female,72,No,Yes,No,No,0,Q3,No,0,66,No Offer,Yes,3.57,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,108.1,3,No,,,,7134.6,1979840,49+ Months,
967,Male,69,No,Yes,Yes,No,0,Q3,Yes,2,38,Offer C,No,0,No,Yes,Cable,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.85,3,No,,,,944.3,1979840,25-48 Months,
968,Female,77,No,Yes,Yes,No,0,Q3,Yes,9,17,No Offer,Yes,3.83,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,3,No,,,,1573.35,1979840,13-24 Months,
969,Female,65,No,Yes,Yes,Yes,3,Q3,Yes,7,65,Offer B,Yes,19.58,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.45,4,No,,,,6984.25,1979840,49+ Months,
970,Female,68,No,Yes,No,No,0,Q3,No,0,45,Offer B,Yes,6.9,Yes,Yes,Fiber Optic,20,No,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,100.15,4,No,,,,4506.75,1979840,25-48 Months,
971,Female,65,No,Yes,Yes,No,0,Q3,Yes,10,65,Offer B,Yes,36.49,No,Yes,Fiber Optic,9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,105.85,4,No,,,,6880.25,1979840,49+ Months,
972,Male,68,No,Yes,Yes,No,0,Q3,Yes,7,71,No Offer,Yes,30.59,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,107.5,3,No,,,,7632.5,1979840,49+ Months,
973,Male,79,No,Yes,No,No,0,Q3,No,0,35,No Offer,Yes,3.04,No,Yes,DSL,18,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,73,4,No,,,,2555,1979840,25-48 Months,
974,Male,65,No,Yes,Yes,No,0,Q3,Yes,1,30,No Offer,Yes,2.86,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,77.9,3,No,,,,2337,1979840,25-48 Months,
975,Male,77,No,Yes,Yes,No,0,Q3,Yes,5,54,Offer B,Yes,32.56,Yes,Yes,Fiber Optic,16,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.45,4,No,,,,5964.3,1979840,49+ Months,
976,Male,77,No,Yes,No,No,0,Q3,No,0,55,Offer B,No,0,No,Yes,DSL,30,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.85,3,No,,,,2466.75,1979840,49+ Months,
977,Male,69,No,Yes,Yes,No,0,Q3,Yes,7,69,No Offer,No,0,No,Yes,DSL,13,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,29.8,3,No,,,,2056.2,1979840,49+ Months,
978,Male,79,No,Yes,Yes,No,0,Q3,Yes,3,9,No Offer,Yes,22.79,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.85,3,No,,,,178.65,1979840,0-12 Months,
979,Female,73,No,Yes,Yes,No,0,Q3,Yes,3,66,No Offer,Yes,6.94,Yes,Yes,Fiber Optic,23,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,108.1,3,No,,,,7134.6,1979840,49+ Months,
980,Female,70,No,Yes,Yes,No,0,Q3,Yes,1,50,Offer B,Yes,9.18,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,108.75,3,No,,,,5437.5,1979840,49+ Months,
981,Female,71,No,Yes,Yes,No,0,Q3,Yes,1,60,Offer B,Yes,36.71,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.9,5,No,,,,6354,1979840,49+ Months,
982,Male,78,No,Yes,Yes,No,0,Q3,Yes,1,13,No Offer,Yes,36.57,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.45,5,No,,,,915.85,1979840,13-24 Months,
983,Female,73,No,Yes,Yes,No,0,Q3,Yes,1,72,Offer A,Yes,35.04,Yes,Yes,Fiber Optic,22,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Mailed Check,109.75,4,No,,,,7902,1979840,49+ Months,
984,Female,75,No,Yes,No,No,0,Q3,No,0,50,Offer B,Yes,17.65,Yes,Yes,Fiber Optic,29,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,104.95,5,No,,,,5247.5,1979840,49+ Months,
985,Male,78,No,Yes,Yes,No,0,Q3,Yes,5,61,Offer B,Yes,46.65,Yes,Yes,Fiber Optic,23,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,85.55,4,No,,,,5218.55,1979840,49+ Months,
986,Male,67,No,Yes,No,No,0,Q3,No,0,18,No Offer,Yes,38.79,Yes,Yes,Fiber Optic,14,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,5,No,,,,1449.9,1979840,13-24 Months,
987,Female,66,No,Yes,Yes,No,0,Q3,Yes,4,72,Offer A,Yes,32.37,Yes,Yes,Fiber Optic,22,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,78.5,3,No,,,,5652,1979840,49+ Months,
988,Male,71,No,Yes,Yes,No,0,Q3,Yes,3,65,Offer B,Yes,27.14,Yes,Yes,Fiber Optic,26,Yes,Yes,No,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,92.7,3,No,,,,6025.5,1979840,49+ Months,
989,Female,74,No,Yes,Yes,No,0,Q3,Yes,10,71,Offer A,Yes,16.26,No,Yes,Fiber Optic,27,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,No,Credit Card,89.45,4,No,,,,6350.95,1979840,49+ Months,
990,Male,71,No,Yes,Yes,No,0,Q3,Yes,1,45,Offer B,Yes,2.38,Yes,Yes,Fiber Optic,20,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,98.7,3,No,,,,4441.5,1979840,25-48 Months,
991,Female,69,No,Yes,No,No,0,Q3,No,0,67,Offer A,Yes,2.57,No,Yes,Fiber Optic,21,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45,4,No,,,,6194.15,1979840,49+ Months,
992,Male,76,No,Yes,Yes,Yes,2,Q3,Yes,5,71,Offer A,Yes,30.16,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,86.7,3,No,,,,6155.7,1979840,49+ Months,
993,Female,78,No,Yes,Yes,No,0,Q3,Yes,1,72,Offer A,Yes,27.79,Yes,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,105,5,No,,,,7560,1979840,49+ Months,
994,Female,77,No,Yes,No,No,0,Q3,No,0,21,No Offer,Yes,37.4,Yes,Yes,Fiber Optic,16,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,4,No,,,,2003.4,1979840,13-24 Months,
995,Male,72,No,Yes,Yes,No,0,Q3,Yes,1,71,Offer A,Yes,46.82,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,115.05,4,No,,,,8168.55,1979840,49+ Months,
996,Female,76,No,Yes,No,No,0,Q3,No,0,14,No Offer,Yes,48.01,No,Yes,Fiber Optic,2,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,78.85,3,No,,,,1103.9,1979840,13-24 Months,
997,Male,71,No,Yes,Yes,No,0,Q3,No,0,21,No Offer,Yes,22.3,No,Yes,Fiber Optic,9,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,86.55,5,No,,,,1817.55,1979840,13-24 Months,
998,Male,79,No,Yes,No,No,0,Q3,No,0,21,No Offer,Yes,23.23,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.5,4,No,,,,430.5,1979840,13-24 Months,
999,Female,72,No,Yes,Yes,No,0,Q3,Yes,7,56,Offer B,Yes,27.56,Yes,Yes,Fiber Optic,29,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.85,3,No,,,,4303.6,1979840,49+ Months,
1000,Female,77,No,Yes,No,No,0,Q3,No,0,49,Offer B,Yes,36.47,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,103,4,No,,,,5047,1979840,49+ Months,
1001,Female,65,No,Yes,No,No,0,Q3,No,0,46,Offer B,Yes,11.93,No,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,91.3,4,No,,,,4199.8,1979840,25-48 Months,
1002,Female,72,No,Yes,Yes,No,0,Q3,Yes,8,58,Offer B,Yes,47.34,Yes,Yes,Fiber Optic,28,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,5,No,,,,5823.2,1979840,49+ Months,
1003,Female,65,No,Yes,Yes,No,0,Q3,Yes,2,20,No Offer,Yes,38.85,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,91,5,No,,,,1820,1979840,13-24 Months,
1004,Male,65,No,Yes,Yes,No,0,Q3,Yes,7,62,Offer B,Yes,27.49,Yes,Yes,Fiber Optic,3,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,3,No,,,,5567.6,1979840,49+ Months,
1005,Male,68,No,Yes,Yes,No,0,Q3,Yes,2,7,No Offer,Yes,6.81,Yes,Yes,Fiber Optic,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,4,No,,,,523.95,1979840,0-12 Months,
1006,Female,76,No,Yes,Yes,Yes,3,Q3,Yes,2,28,No Offer,No,0,No,Yes,DSL,21,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,39.1,3,No,,,,1094.8,1979840,25-48 Months,
1007,Male,70,No,Yes,Yes,No,0,Q3,Yes,2,70,Offer A,Yes,14.48,No,Yes,Fiber Optic,7,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105.35,4,No,,,,7374.5,1979840,49+ Months,
1008,Female,73,No,Yes,Yes,No,0,Q3,Yes,9,39,No Offer,Yes,20.15,Yes,Yes,Fiber Optic,21,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,4,No,,,,3948.75,1979840,25-48 Months,
1009,Male,77,No,Yes,Yes,No,0,Q3,Yes,10,43,Offer B,Yes,37.09,No,Yes,Fiber Optic,8,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.55,4,No,,,,4323.65,1979840,25-48 Months,
1010,Female,74,No,Yes,Yes,No,0,Q3,Yes,2,34,No Offer,Yes,12.33,No,Yes,Cable,23,No,No,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,64.2,4,No,,,,2182.8,1979840,25-48 Months,
1011,Male,79,No,Yes,Yes,No,0,Q3,Yes,7,72,Offer A,Yes,11.26,Yes,Yes,Cable,3,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,73.45,3,No,,,,5288.4,1979840,49+ Months,
1012,Male,69,No,Yes,Yes,No,0,Q3,No,0,29,No Offer,Yes,10.55,Yes,Yes,Fiber Optic,2,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.3,5,No,,,,2299.7,1979840,25-48 Months,
1013,Male,80,No,Yes,No,No,0,Q3,No,0,72,Offer A,Yes,26.01,Yes,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.4,3,No,,,,1828.8,1979840,49+ Months,
1014,Female,77,No,Yes,Yes,Yes,2,Q3,Yes,8,11,No Offer,Yes,17.66,Yes,Yes,Fiber Optic,13,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.1,5,No,,,,859.1,1979840,0-12 Months,
1015,Male,67,No,Yes,No,No,0,Q3,No,0,49,Offer B,Yes,43.19,Yes,Yes,Cable,10,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,81.35,4,No,,,,3986.15,1979840,49+ Months,
1016,Male,79,No,Yes,Yes,No,0,Q3,Yes,10,69,Offer A,No,0,No,Yes,DSL,12,Yes,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,56.55,3,No,,,,3901.95,1979840,49+ Months,
1017,Male,66,No,Yes,No,No,0,Q3,No,0,19,No Offer,Yes,29.8,No,Yes,Fiber Optic,16,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,87.3,3,No,,,,1658.7,1979840,13-24 Months,
1018,Male,72,No,Yes,Yes,No,0,Q3,Yes,9,67,Offer A,Yes,48.68,Yes,Yes,Fiber Optic,17,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.9,3,No,,,,6894.3,1979840,49+ Months,
1019,Male,75,No,Yes,Yes,No,0,Q3,Yes,4,72,Offer A,Yes,5.6,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,114.5,3,No,,,,8244,1979840,49+ Months,
1020,Female,65,No,Yes,No,No,0,Q3,No,0,38,No Offer,Yes,4.09,No,No,Fiber Optic,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.2,3,No,,,,767.6,1979840,25-48 Months,
1021,Male,71,No,Yes,Yes,No,0,Q3,Yes,8,40,No Offer,Yes,28.56,No,Yes,DSL,18,No,No,No,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,55.8,3,No,,,,2232,1979840,25-48 Months,
1022,Female,70,No,Yes,No,No,0,Q3,No,0,59,No Offer,Yes,24.27,Yes,Yes,Fiber Optic,9,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5,No,,,,5870.5,1979840,49+ Months,
1023,Male,79,No,Yes,Yes,No,0,Q3,Yes,9,15,No Offer,Yes,22.83,Yes,Yes,Fiber Optic,26,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.5,4,No,,,,1447.5,1979840,13-24 Months,
